Date,Low-Beta + Puts,Low-Beta Only,BTAL ETF,SPY (benchmark)
2024-05-31,0.026202325694272936,0.02828565902760627,0.013143996234480149,0.05057958576521049
2024-06-30,-0.010150832170679431,-0.008067498837346098,0.01816296715109078,0.03528016665523781
2024-07-31,0.052062222270679664,0.054145555604013,-0.012742142847197102,0.01210905711426813
2024-08-31,0.05364996065794499,0.05573329399127832,0.04181719370107828,0.02336566387817607
2024-09-30,0.013593430976117052,0.015676764309450385,-0.028741214948163396,0.021004661564918203
2024-10-31,-0.03249830489067862,-0.030414971557345287,0.012244798505655075,-0.008923558620233862
2024-11-30,0.0222075539620648,0.024290887295398134,-0.049395053946378,0.05963363080849371
2024-12-31,-0.06669303948651582,-0.06460970615318248,0.0140600190860376,-0.024060282584899673
2025-01-31,0.014020741739749223,0.016104075073082556,-0.018939385923516627,0.026856408076720406
2025-02-28,0.04708603416154498,0.04916936749487831,0.07666859542415327,-0.012694734424863019
2025-03-31,0.007900790373185073,-0.0014544642954390842,0.06762293029258681,-0.05571929400097875
2025-04-30,-0.011541035163538728,-0.009457701830205395,-0.02783105343943204,-0.008670229175496758
2025-05-31,0.0029164524441139578,0.004999785777447291,-0.049851953319572484,0.0628449068528063
2025-06-30,-0.007300948091553662,-0.005217614758220329,-0.0805194251137411,0.051386188205714056
2025-07-31,-0.01630492147015741,-0.014221588136824077,-0.06949164376022288,0.023031507308652444
2025-08-31,0.0283284222591953,0.030411755592528632,-0.006071532496093712,0.02051959125720848
2025-09-30,-0.008648419273041937,-0.0065650859397086035,-0.02748936272378777,0.03562036952182912
2025-10-31,-0.025651115038495792,-0.02356778170516246,-0.07914575047691097,0.023837458474752493
2025-11-30,0.035270854811064054,0.037354188144397386,0.015006861769718993,0.0019499283249213573
2025-12-31,-0.011816424414552863,-0.00973309108121953,-0.00858676752894616,0.000797497311368911
2026-01-31,0.07386416185570295,0.07594749518903629,-0.011813764575261398,0.014737781623702428
2026-02-28,0.058327724942626606,0.06041105827595994,-0.009845312285075347,-0.008641965290305365
